-17.368343,7.13583,-21.847357,-101.4883,28.553047,-45.91298,-49.08393,-6.311842,6.3950796,5.804284,-43.85934,-21.774467,8.196504,0.5350628,-99.68213,13.789982,-75.04735,-13.058989,11.222644,-32.571415,-1
-33.069637,55.072826,13.717669,111.4288,-100.53432,143.93175,27.056889,36.37066,-37.484123,22.99293,63.678253,85.98636,-62.19063,74.0971,126.61116,65.64951,60.13544,4.0897,14.907482,49.262207,-1
-6.3344526,-2.215971,-7.073663,28.432743,8.167615,-6.1151166,-21.341988,13.648907,9.711029,-10.909397,-9.778346,-30.375946,0.06866121,20.70208,-18.010012,9.01473,-9.869171,6.012288,-4.834379,-31.288475,-1
11.826514,2.2451785,-23.888504,-89.96269,51.221123,5.729843,-23.169163,12.399928,-11.367956,22.224108,-44.27368,0.90939045,31.234285,28.142105,-43.94468,-23.9128,-10.855902,9.252507,-3.306196,-6.4249287,-1
-21.942503,8.653267,29.479078,108.566376,-91.449234,-7.791973,6.0595713,29.100769,7.004444,21.946363,21.687355,-8.374338,-23.1904,-19.963821,8.784816,-23.386536,-37.248127,-2.7635803,-16.469982,28.674767,-1
10.318004,0.6164973,-29.55312,-40.671696,20.489017,-3.943303,-3.225481,-12.10591,-0.8864441,-12.222937,-19.170826,-24.901838,-25.176977,-1.9388511,14.463376,23.594131,8.837782,10.787694,-5.2814503,-42.175438,-1
4.871191,-1.8270988,-8.685062,-55.106525,54.091896,-6.322632,-42.470963,-25.884735,4.6442313,-22.532888,-86.81082,-112.138504,17.258253,-13.264774,-77.96346,-21.70418,-40.961674,-4.3349285,-25.987425,-95.25624,-1
-24.613058,-8.524055,35.33242,23.026863,-128.79234,9.01609,-40.581844,-40.159237,-36.262043,-37.74884,46.000202,5.9726224,-35.34237,-5.8498,-16.56923,-52.799335,-64.98175,-25.758654,-4.54738,-23.180752,-1
-7.37535,-4.3549576,-14.919175,-63.806885,28.313265,-72.883354,-50.658035,-8.658308,-10.818929,-12.233322,-16.907372,-50.142185,-17.265175,-14.795952,-47.304214,-19.121552,-71.718475,7.808861,-19.354042,-48.96447,-1
14.319922,-11.88337,-61.73577,-105.11577,45.27433,-53.250427,-50.03354,-89.13974,-15.116248,-105.54995,-138.7111,-118.979,61.430645,-63.95598,-29.15187,-71.61611,-4.1404715,-2.8043327,-23.011566,-124.46323,-1
-138.93423,-4.519346,-20.179363,73.924866,-157.11768,-12.103191,47.272797,-20.964405,-47.70112,41.143204,19.600056,61.40976,-99.232834,-56.095795,-10.751411,-10.329098,32.39279,-28.220448,-44.989037,40.53449,-1
