-16.927877,-49.34234,2.3813,-9.445373,-1.2202098,-70.50948,-23.89875,-28.265957,-43.451538,35.372814,-24.36649,-3.6376867,-4.823759,-17.595898,-47.924355,14.242853,-19.107815,11.042685,-26.75864,42.995056,-1
-15.525213,16.061234,-35.65486,-15.93918,-6.264679,-6.12245,-39.00844,32.759583,-71.68434,22.897823,-66.6318,63.600037,-103.88258,52.325104,-66.14938,-0.44119072,-74.01172,20.084076,-41.724598,25.580627,-1
-176.49231,-39.66311,-130.73958,19.290884,-117.87838,13.967667,-23.033653,57.635765,-56.09442,126.09716,-166.99583,194.52406,-76.700134,61.95277,-169.4958,8.757515,-12.71784,-84.17278,-107.15997,66.02715,-1
-147.73755,65.503136,-84.181,46.855537,-68.405716,139.55228,-148.31262,157.37445,-159.37292,101.4459,-174.16042,170.53539,-247.76935,78.21303,-151.75317,68.585365,-195.6739,20.756979,-131.0639,143.13159,-1
-155.0852,71.201294,-67.912445,50.74182,-116.25079,148.4181,-111.76402,171.54486,-95.24177,37.838844,-127.89461,90.886086,-202.11497,11.027769,-175.58652,29.192225,-140.57343,7.992112,-52.832336,150.0032,-1
-85.20317,25.490494,-48.56546,7.371859,-57.718113,93.57837,-87.842415,71.926414,-106.47334,-14.421534,-73.0047,86.24771,-117.93923,66.38922,-112.26274,11.083638,-145.9322,-2.251131,-76.57323,3.302281,-1
-53.551888,-15.142078,-46.959095,16.535904,-62.282356,37.8347,-65.52777,-20.995407,-0.26319695,43.707855,-67.16455,-22.309399,-134.28749,18.774675,-101.26268,33.51594,-66.62989,-21.140732,-10.868759,46.400192,-1
-28.032644,49.55167,-31.985304,8.386386,-38.227077,54.39415,-74.59568,3.8577094,-62.915443,39.801308,-26.409073,69.95105,-112.451164,26.982471,-10.513984,-5.1184835,-51.40786,-39.16646,-25.522642,-1.1937733,-1
-56.78486,79.20482,-20.960747,20.740574,-23.15393,90.044785,-43.26774,40.075367,-25.390732,43.274616,-37.32929,29.024736,-69.435074,41.619823,-19.87262,14.303889,-30.971743,14.552204,-27.563168,50.78975,-1
-21.306849,31.05698,-3.4495087,-22.085716,-23.460983,23.670391,-29.819159,-113.761925,5.023473,-29.951078,28.66433,-7.962026,18.006691,-15.837217,4.425015,16.451763,-31.450254,-19.026659,14.350849,6.5349007,-1
25.017288,-11.449945,-4.4629965,10.847279,6.68247,-28.721088,1.0424442,-36.478363,11.359293,-19.611256,26.243586,-1.8184156,-26.34653,2.0091863,34.42077,-3.7329226,-2.4811795,9.594313,9.513781,4.122341,-1
-22.386673,-31.365604,-22.63841,-16.575638,7.994321,-13.023341,-19.853409,-25.473736,8.033367,33.313797,43.231888,-50.00552,30.995857,-34.666893,2.9423342,-49.932037,24.811655,-7.6032505,3.58891,52.32516,-1
0.9904671,-19.088997,48.043037,-13.318029,2.816556,-66.34088,22.470072,-11.1419525,6.6063504,-78.08192,-34.743423,15.786901,-39.987125,3.2612333,26.310719,18.400246,37.017967,-4.3233614,-1.2138269,-88.56056,-1
27.573013,-37.75094,-12.557531,-16.138767,28.531647,-25.596912,21.345741,-20.47254,-40.175133,-23.562943,-13.927122,0.861784,24.176891,-24.492804,-67.58913,-35.999077,65.74218,7.0808525,0.730042,2.831787,-1
103.5265,-101.54501,71.67503,-39.39369,64.547516,-227.49918,76.06622,-162.1126,3.8503342,-184.40413,39.997498,-143.637,75.485344,-61.718502,75.015076,-11.098654,149.52737,6.1670456,24.117992,-162.51837,-1
89.49424,-95.663216,62.037876,-46.235657,122.51248,-264.87747,108.21571,-223.88113,105.60593,-120.35646,116.81556,-180.17009,219.01826,-92.351654,139.77853,-57.608746,141.16672,-34.125664,46.63834,-166.64662,-1
104.52315,-72.46992,103.173775,-34.967663,97.443344,-105.26509,161.63394,-5.515195,165.63388,16.384012,119.58466,12.246109,222.2384,-22.573357,136.6163,-34.3329,179.74295,-7.4324493,68.99187,-20.989193,-1
